"U:0","U:1","U:2","disk:volumeForce:0","disk:volumeForce:1","disk:volumeForce:2","epsilon","k","nut","p","vtkValidPointMask","arc_length"
12.245,0.48992,0.58616,0,0,0,230.61,8.266,0.015571,-11.741,1,0
12.372,0.46231,0.76797,0,0,0,226.33,8.3561,0.016246,-11.509,1,0.00348
12.498,0.43471,0.94977,0,0,0,222.06,8.4463,0.01692,-11.276,1,0.00696
12.716,0.39546,1.1993,0,0,0,212.57,8.5568,0.018253,-10.839,1,0.01044
12.994,0.3486,1.493,0,0,0,199.68,8.6806,0.020015,-10.267,1,0.01392
13.267,0.30606,1.7636,0,0,0,186.19,8.7768,0.021896,-9.6764,1,0.0174
13.526,0.27964,1.9478,0,0,0,170.46,8.7695,0.024222,-9.0128,1,0.02088
13.785,0.25323,2.132,0,0,0,154.73,8.7622,0.026548,-8.3491,1,0.02436
13.977,0.24153,2.2634,0,0,0,142.88,8.6705,0.028898,-7.702,1,0.02784
14.154,0.23315,2.3829,0,0,0,131.91,8.5598,0.031254,-7.0585,1,0.03132
14.295,0.22945,2.4903,0,0,0,124.22,8.4446,0.033319,-6.4364,1,0.0348
14.388,0.2322,2.5809,0,0,0,121.05,8.3233,0.034985,-5.8436,1,0.03828
14.479,0.23513,2.6711,0,0,0,118.12,8.2036,0.036622,-5.252,1,0.04176
14.494,0.24459,2.7437,0,0,0,123.86,8.1419,0.037226,-4.7042,1,0.04524
14.51,0.25405,2.8163,0,0,0,129.61,8.0803,0.037831,-4.1565,1,0.04872
14.476,0.26611,2.8785,0,0,0,142.45,8.0924,0.037404,-3.641,1,0.0522
14.413,0.27966,2.9346,0,0,0,159.41,8.1473,0.036378,-3.1444,1,0.05568
14.322,0.29407,2.983,0,0,0,181.04,8.2517,0.034866,-2.6643,1,0.05916
14.141,0.31119,3.0068,0,0,0,217.61,8.5146,0.031795,-2.2372,1,0.06264
13.959,0.32831,3.0305,0,0,0,254.19,8.7776,0.028723,-1.8101,1,0.06612
13.596,0.34592,3.0016,0,0,0,319.22,9.3094,0.025554,-1.4625,1,0.0696
13.199,0.36362,2.9629,0,0,0,389.56,9.8913,0.022366,-1.1297,1,0.07308
12.667,0.37601,2.8888,0,0,0,468.92,10.547,0.019943,-0.84957,1,0.07656
11.969,0.38187,2.771,0,0,0,559.39,11.293,0.018461,-0.63421,1,0.08004
11.26,0.38629,2.6505,0,0,0,647.67,12.019,0.017038,-0.42499,1,0.08352
10.361,0.36536,2.4821,0,0,0,697.37,12.381,0.016673,-0.32416,1,0.087
9.4614,0.34444,2.3137,0,0,0,747.07,12.743,0.016307,-0.22333,1,0.09048
8.5577,0.3062,2.1381,0,0,0,748.19,12.65,0.016088,-0.16841,1,0.09396
7.6517,0.25899,1.9587,0,0,0,724.16,12.323,0.015946,-0.13726,1,0.09744
6.7737,0.20762,1.782,0,0,0,688.09,11.857,0.015739,-0.1168,1,0.10092
5.9736,0.14463,1.6123,0,0,0,618.54,11.007,0.015353,-0.12611,1,0.1044
5.1734,0.081638,1.4427,0,0,0,548.99,10.157,0.014968,-0.13542,1,0.10788
4.4951,0.014237,1.2873,0,0,0,472.53,9.1256,0.01429,-0.15614,1,0.11136
3.8349,-0.053824,1.1339,0,0,0,395.04,8.067,0.013569,-0.17856,1,0.11484
3.2361,-0.12121,0.98885,0,0,0,324.27,7.0202,0.012705,-0.2012,1,0.11832
2.705,-0.18784,0.85285,0,0,0,260.92,5.9865,0.011682,-0.22407,1,0.1218
2.1838,-0.25388,0.71848,0,0,0,199.15,4.9654,0.010646,-0.24659,1,0.12528
1.7758,-0.31304,0.60268,0,0,0,155.36,4.0884,0.0094611,-0.26507,1,0.12876
1.3678,-0.3722,0.48689,0,0,0,111.57,3.2115,0.0082763,-0.28354,1,0.13224
1.0399,-0.4225,0.38833,0,0,0,80.368,2.4951,0.0071305,-0.29551,1,0.13572
0.74865,-0.46875,0.29766,0,0,0,54.93,1.8521,0.0060025,-0.3045,1,0.1392
0.49525,-0.50847,0.21745,0,0,0,33.717,1.2955,0.0050176,-0.31009,1,0.14268
0.33401,-0.5323,0.16273,0,0,0,22.794,0.94925,0.0043809,-0.30738,1,0.14616
0.17276,-0.55613,0.108,0,0,0,11.871,0.60295,0.0037443,-0.30466,1,0.14964
0.09957,-0.56227,0.081211,0,0,0,7.747,0.4542,0.0038866,-0.2976,1,0.15312
0.036536,-0.56638,0.05764,0,0,0,4.408,0.32823,0.0041188,-0.29004,1,0.1566
-0.0037752,-0.566,0.04199,0,0,0,2.3629,0.2492,0.0047681,-0.28186,1,0.16008
-0.021547,-0.56117,0.034197,0,0,0,1.6014,0.21671,0.0058313,-0.27307,1,0.16356
-0.037984,-0.55618,0.026935,0,0,0,0.90053,0.18675,0.0069258,-0.26424,1,0.16704
-0.043301,-0.54979,0.02409,0,0,0,0.70412,0.17784,0.0082808,-0.25511,1,0.17052
-0.048619,-0.54341,0.021246,0,0,0,0.5077,0.16892,0.0096358,-0.24598,1,0.174
-0.051392,-0.53706,0.019452,0,0,0,0.40019,0.16381,0.010832,-0.23762,1,0.17748
-0.053141,-0.53073,0.018083,0,0,0,0.32852,0.16024,0.011964,-0.22958,1,0.18096
-0.054597,-0.52451,0.016867,0,0,0,0.26846,0.15714,0.013029,-0.22203,1,0.18444
-0.055428,-0.51853,0.015981,0,0,0,0.2333,0.15509,0.013952,-0.21556,1,0.18792
-0.05626,-0.51255,0.015094,0,0,0,0.19814,0.15304,0.014874,-0.20908,1,0.1914
-0.056377,-0.50682,0.014429,0,0,0,0.1769,0.15142,0.015651,-0.2035,1,0.19488
-0.056435,-0.50112,0.013782,0,0,0,0.15682,0.14984,0.016415,-0.198,1,0.19836
-0.056317,-0.49569,0.013218,0,0,0,0.14075,0.1484,0.017102,-0.193,1,0.20184
-0.056043,-0.49052,0.012727,0,0,0,0.12826,0.14708,0.017719,-0.18844,1,0.20532
-0.055715,-0.48532,0.012245,0,0,0,0.11621,0.14576,0.018326,-0.18391,1,0.2088
-0.055047,-0.47995,0.011811,0,0,0,0.107,0.1444,0.018876,-0.17959,1,0.21228
-0.054379,-0.47459,0.011377,0,0,0,0.097785,0.14305,0.019425,-0.17527,1,0.21576
-0.053695,-0.46961,0.011004,0,0,0,0.090633,0.14179,0.019899,-0.17145,1,0.21924
-0.053007,-0.46477,0.010652,0,0,0,0.084207,0.14057,0.020347,-0.16781,1,0.22272
-0.052264,-0.46,0.010316,0,0,0,0.078334,0.13936,0.020771,-0.16428,1,0.2262
-0.051421,-0.45536,0.010012,0,0,0,0.07351,0.13816,0.02115,-0.16099,1,0.22968
-0.050577,-0.45073,0.0097083,0,0,0,0.068687,0.13696,0.021529,-0.1577,1,0.23316
-0.049625,-0.44625,0.0094402,0,0,0,0.064903,0.13578,0.021859,-0.15467,1,0.23664
-0.048666,-0.44179,0.0091739,0,0,0,0.061173,0.1346,0.022186,-0.15165,1,0.24012
-0.047662,-0.43741,0.0089242,0,0,0,0.057874,0.13343,0.02249,-0.14876,1,0.2436
-0.04662,-0.43311,0.0086878,0,0,0,0.05492,0.13227,0.022776,-0.14597,1,0.24708
-0.04557,-0.42882,0.0084553,0,0,0,0.052057,0.13111,0.023058,-0.1432,1,0.25056
-0.044473,-0.42465,0.0082432,0,0,0,0.04967,0.12996,0.023314,-0.1406,1,0.25404
-0.043375,-0.42048,0.008031,0,0,0,0.047283,0.12882,0.023569,-0.138,1,0.25752
-0.042251,-0.41641,0.0078341,0,0,0,0.045223,0.12769,0.023807,-0.13552,1,0.261
-0.041119,-0.41236,0.0076419,0,0,0,0.043262,0.12656,0.02404,-0.13308,1,0.26448
-0.039981,-0.40836,0.0074557,0,0,0,0.041423,0.12545,0.024268,-0.13069,1,0.26796
-0.038833,-0.40443,0.0072797,0,0,0,0.039789,0.12435,0.024486,-0.12839,1,0.27144
-0.037685,-0.4005,0.0071038,0,0,0,0.038155,0.12325,0.024704,-0.12608,1,0.27492
-0.036535,-0.39669,0.0069407,0,0,0,0.036771,0.12217,0.024914,-0.12392,1,0.2784
-0.035386,-0.39287,0.006778,0,0,0,0.035392,0.1211,0.025124,-0.12176,1,0.28188
-0.034241,-0.38912,0.0066213,0,0,0,0.034131,0.12004,0.025316,-0.1197,1,0.28536
-0.033101,-0.38542,0.006469,0,0,0,0.032954,0.11899,0.025494,-0.1177,1,0.28884
-0.031811,-0.38126,0.0066066,0,0,0,0.031688,0.11782,0.025708,-0.11545,1,0.29232
-0.029877,-0.37516,0.0079998,0,0,0,0.030039,0.1161,0.02608,-0.1121,1,0.2958
-0.027943,-0.36905,0.0093929,0,0,0,0.02839,0.11438,0.026452,-0.10875,1,0.29928
-0.027191,-0.36669,0.0098273,0,0,0,0.027777,0.11371,0.02659,-0.10746,1,0.30276
-0.026771,-0.36534,0.0099937,0,0,0,0.027443,0.11333,0.026666,-0.10673,1,0.30624
-0.026368,-0.36401,0.010148,0,0,0,0.027115,0.11296,0.026741,-0.10601,1,0.30972
-0.025976,-0.36269,0.010294,0,0,0,0.02679,0.11259,0.026815,-0.10531,1,0.3132
-0.025589,-0.36138,0.010432,0,0,0,0.026466,0.11222,0.026889,-0.1046,1,0.31668
-0.024339,-0.35725,0.010181,0,0,0,0.025641,0.11106,0.027117,-0.10245,1,0.32016
-0.02309,-0.35311,0.0099295,0,0,0,0.024816,0.1099,0.027345,-0.1003,1,0.32364
-0.021841,-0.34897,0.009678,0,0,0,0.023991,0.10874,0.027573,-0.098156,1,0.32712
-0.020592,-0.34483,0.0094266,0,0,0,0.023166,0.10758,0.027801,-0.096008,1,0.3306
-0.01942,-0.34092,0.0091914,0,0,0,0.022408,0.10648,0.02802,-0.093998,1,0.33408
-0.018528,-0.33783,0.0090161,0,0,0,0.0219,0.10562,0.028204,-0.092491,1,0.33756
-0.017636,-0.33474,0.0088407,0,0,0,0.021392,0.10477,0.028389,-0.090985,1,0.34104
-0.016744,-0.33165,0.0086653,0,0,0,0.020884,0.10391,0.028573,-0.089479,1,0.34452
-0.015852,-0.32856,0.0084899,0,0,0,0.020376,0.10305,0.028758,-0.087972,1,0.348
